company,rankWithinCompany,libraryId,advertiser,started,adLink,screenshot,searchQuery,copy
Inspire ID Group Pte Ltd,4,1380772576971789,Inspire ID Group,16 Nov 2025,https://www.facebook.com/ads/library/?id=1380772576971789,ad_screenshots/Inspire_ID_Group_Pte_Ltd_1380772576971789.png,Inspire ID Group,"𝐘𝐨𝐮𝐫 𝐊𝐢𝐭𝐜𝐡𝐞𝐧'𝐬 𝐋𝐢𝐟𝐞𝐭𝐢𝐦𝐞 𝐏𝐚𝐫𝐭𝐧𝐞𝐫, 𝐀𝐥𝐮𝐦𝐢𝐧𝐢𝐮𝐦 𝐊𝐢𝐭𝐜𝐡𝐞𝐧 𝐂𝐚𝐛𝐢𝐧𝐞𝐭𝐬 𝐰𝐢𝐭𝐡 𝐋𝐢𝐟𝐞𝐭𝐢𝐦𝐞 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲⚠️✅
💥Grab our PANIC-inducing deals you can't find elsewhere. Our aluminium kitchen cabinet with 𝐋𝐢𝐟𝐞𝐭𝐢𝐦𝐞 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 is the perfect choice for a kitchen that stands the test of time. Elevate your space with style and durability today.
Why 𝐀𝐥𝐮𝐦𝐢𝐧𝐢𝐮𝐦 𝐊𝐢𝐭𝐜𝐡𝐞𝐧 𝐂𝐚𝐛𝐢𝐧𝐞𝐭𝐬? 🤔
👉🏻 Lifetime warranty
👉🏻 100% waterproof
👉🏻 100% termite-proof
👉🏻 Fire resistant
👉🏻 Corrosion resistant
👉🏻 Easy maintenance
👉🏻 Health and environmentally-friendly (Formaldehyde Free)
👉🏻 Anti-impact and Durable
👉🏻 Timeless wooden finish with eternal elegance
🔥 Transform Your Home at Unbeatable Prices!
✅ Lifetime Warranty Aluminium Kitchen Cabinet – Only $7,388!
✅ HDB BTO Packages – From $7,600
✅ Kitchen & 2 Toilets Overlay – From $18,700
✅ New Condo Package – Just $9,000!
These are the only packages in Singapore that gives you both peace of mind and long-term durability — all at an unbeatable price.
Why 𝐈𝐍𝐒𝐏𝐈𝐑𝐄 𝐈𝐃 as your choice?
Don't just take our word for it - we're:
🏆 Award-winners year after year
🏆 HDB registered (so you know we're legit!)
🏆 CASETRUST- Accredited with 100% Deposit Protection
🏆 In House Factory to ensure quality workmanship
👉🏻Submit your enquiry to
for a non-obligatory quotation
👉 Book your consultation now before slots run out!"
Inspire ID Group Pte Ltd,5,1169836395284548,Inspire ID Group,6 Dec 2025,https://www.facebook.com/ads/library/?id=1169836395284548,ad_screenshots/Inspire_ID_Group_Pte_Ltd_1169836395284548.png,Inspire ID Group,"Here’s Why We Are Rated a Top 10 ID Firm in Singapore 🏆👇
Too many homeowners fall into the same trap: hidden costs, poor workmanship, and delays that never end. That’s why Inspire ID exists.
We’re not just another ID firm — we’re a CaseTrust-accredited, HDB-registered team featured on CNA and The Straits Times.
Our difference?
✅ Transparent pricing — no nasty surprises
✅ In-house factory — full control of quality
✅ Exclusive: Aluminium kitchen cabinets with lifetime warranty
✅ EcoPly — lowest formaldehyde plywood in Singapore
CTA:
Only 8 homeowners will enjoy our promo this month.
🎯 Book your consultation today and renovate with confidence."
Inspire ID Group Pte Ltd,6,810647641340490,Inspire ID Group,3 Oct 2025,https://www.facebook.com/ads/library/?id=810647641340490,ad_screenshots/Inspire_ID_Group_Pte_Ltd_810647641340490.png,Inspire ID Group,"🔥𝐎𝐮𝐫 𝐈𝐧𝐬𝐩𝐢𝐫𝐞 𝐈𝐃 𝐓𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐀𝐜𝐚𝐝𝐞𝐦𝐲 𝐈𝐬 𝐎𝐩𝐞𝐧 𝐅𝐨𝐫 𝐑𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐖𝐞 𝐀𝐫𝐞 𝐇𝐢𝐫𝐢𝐧𝐠 𝐒𝐚𝐥𝐞𝐬 𝐈𝐧𝐭𝐞𝐫𝐢𝐨𝐫 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫𝐬.🔥
Earning less than $8000.00 monthly?
Unappreciated in your current company?
Not getting much training and skills from your current leader?
Too little leads for you?
Stagnant & looking for bigger challenges?
Desire a big platform to showcase your capability?
❤️What if I told you I can solve all your problems and we are able to train you with our dedicated training modules so that you can earn high income as an interior designer? ❤️
My name is Russell Chin, founder of Inspire ID Group and Renowned Renovation Event Speaker, a.k.a. The Reno Master, with numerous media coverage on TV, radio, print and online articles. Together with my team, we are one of the Singapore's Top 10 Interior Design firm awarded by 3 accolades. We have 🔥𝐎𝐕𝐄𝐑𝐅𝐋𝐎𝐖𝐈𝐍𝐆 𝐖𝐀𝐑𝐌🔥dedicated quality leads every month for YOU to generate high income. We are the BEST Renovation Carnival producer in Singapore that brings genuine WARM leads to our doorstep. My team have renovated thousands of projects through the years and have continue to generate record breaking sales even during this trying time. The good news is, if you have zero knowledge in our industry, we are ready to train you with our dedicated training academy and groom you into a successful interior designer.
We are now looking for highly-motivated individuals to join our training academy and Inspire team,
Join us & enjoy:⁣⁣
✅ High commission
✅ Monthly & Yearly Cash Incentive⁣⁣ Target Scheme up to $15000
✅ Guaranteed Direct Leads (NO portal leads)
✅ Continuous Participation in Biggest Renovation Event in Singapore (We currently hold the 𝐡𝐢𝐠𝐡𝐞𝐬𝐭 𝐫𝐞𝐜𝐨𝐫𝐝 of signups in a single day in the history of Singapore)
✅ Career Advancement Opportunities
Who We Need?
🎉 𝐖𝐢𝐭𝐡 𝐨𝐫 𝐖𝐢𝐭𝐡𝐨𝐮𝐭 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 (𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐩𝐫𝐨𝐯𝐢𝐝𝐞𝐝)
🎉 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫𝐬 𝐰𝐢𝐭𝐡 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐜𝐚𝐧 𝐬𝐤𝐢𝐩 𝐭𝐡𝐞 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐚𝐜𝐚𝐝𝐞𝐦𝐲
🎉 Guaranteed Leads (social media, walk-ins, showroom events, renovation carnivals, referrals)
🎉 Positive Attitude & Sales Driven
🎉 Willing to Learn with Good, Clean Presentation
🎉 Communication with English & Chinese Speaking Customers
Check our profile @
𝐃𝐮𝐞 𝐭𝐨 𝐨𝐯𝐞𝐫𝐰𝐡𝐞𝐥𝐦𝐢𝐧𝐠 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐞, 𝐢𝐧𝐭𝐞𝐫𝐞𝐬𝐭𝐞𝐝 𝐩𝐚𝐫𝐭𝐢𝐞𝐬 𝐝𝐨 𝐬𝐞𝐧𝐝 𝐢𝐧 𝐲𝐨𝐮𝐫 𝐫𝐞𝐬𝐮𝐦𝐞 𝐭𝐨: 👉🏻 𝐞𝐧𝐪𝐮𝐢𝐫𝐲@𝐢𝐧𝐬𝐩𝐢𝐫𝐞𝐢𝐝𝐠𝐫𝐨𝐮𝐩.𝐜𝐨𝐦 𝐨𝐫
𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 𝐭𝐨
for registration or job interview."
Inspire ID Group Pte Ltd,7,761654903275672,Inspire ID Group,17 Feb 2026,https://www.facebook.com/ads/library/?id=761654903275672,ad_screenshots/Inspire_ID_Group_Pte_Ltd_761654903275672.png,Inspire ID Group,"Here’s Why We Are Rated a Top 10 ID Firm in Singapore 🏆👇
Too many homeowners fall into the same trap: hidden costs, poor workmanship, and delays that never end. That’s why Inspire ID exists.
We’re not just another ID firm — we’re a CaseTrust-accredited, HDB-registered team featured on CNA and The Straits Times.
Our difference?
✅ Transparent pricing — no nasty surprises
✅ In-house factory — full control of quality
✅ Exclusive: Alumlus Aluminium kitchen cabinets with lifetime warranty
✅ EcoPly — certified lowest formaldehyde plywood in Singapore
🔥 Transform Your Home at Unbeatable Prices!
✅ Lifetime Warranty Aluminium Kitchen Cabinet – Only $7,388!
✅ HDB BTO Packages – From $7,600
✅ Kitchen & 2 Toilets Overlay – From $18,700
✅ New Condo Package – Just $9,000!
These are the only packages in Singapore that gives you both peace of mind and long-term durability — all at an unbeatable price.
👉🏻Submit your enquiry to
for a non-obligatory quotation
If you're planning a renovation soon, don’t miss out.
👉 Book your consultation now before slots run out!"
Inspire ID Group Pte Ltd,8,2309221846244647,Inspire ID Group,28 Dec 2025,https://www.facebook.com/ads/library/?id=2309221846244647,ad_screenshots/Inspire_ID_Group_Pte_Ltd_2309221846244647.png,Inspire ID Group,"Here’s Why We Are Rated a Top 10 ID Firm in Singapore 🏆👇
Too many homeowners fall into the same trap: hidden costs, poor workmanship, and delays that never end. That’s why Inspire ID exists.
We’re not just another ID firm — we’re a CaseTrust-accredited, HDB-registered team featured on CNA and The Straits Times.
Our difference?
✅ Transparent pricing — no nasty surprises
✅ In-house factory — full control of quality
✅ Exclusive: Aluminium kitchen cabinets with lifetime warranty
✅ EcoPly — lowest formaldehyde plywood in Singapore
CTA:
Only 8 homeowners will enjoy our promo this month.
🎯 Book your consultation today and renovate with confidence."
Inspire ID Group Pte Ltd,9,3144904212363707,Inspire ID Group,17 Feb 2026,https://www.facebook.com/ads/library/?id=3144904212363707,ad_screenshots/Inspire_ID_Group_Pte_Ltd_3144904212363707.png,Inspire ID Group,"Here’s Why We Are Rated a Top 10 ID Firm in Singapore 🏆👇
Too many homeowners fall into the same trap: hidden costs, poor workmanship, and delays that never end. That’s why Inspire ID exists.
We’re not just another ID firm — we’re a CaseTrust-accredited, HDB-registered team featured on CNA and The Straits Times.
Our difference?
✅ Transparent pricing — no nasty surprises
✅ In-house factory — full control of quality
✅ Exclusive: Alumlus Aluminium kitchen cabinets with lifetime warranty
✅ EcoPly — certified lowest formaldehyde plywood in Singapore
🔥 Transform Your Home at Unbeatable Prices!
✅ Lifetime Warranty Aluminium Kitchen Cabinet – Only $7,388!
✅ HDB BTO Packages – From $7,600
✅ Kitchen & 2 Toilets Overlay – From $18,700
✅ New Condo Package – Just $9,000!
These are the only packages in Singapore that gives you both peace of mind and long-term durability — all at an unbeatable price.
👉🏻Submit your enquiry to
for a non-obligatory quotation
If you're planning a renovation soon, don’t miss out.
👉 Book your consultation now before slots run out!"
Inspire ID Group Pte Ltd,10,1217275670133238,Inspire ID Group,4 Jul 2025,https://www.facebook.com/ads/library/?id=1217275670133238,ad_screenshots/Inspire_ID_Group_Pte_Ltd_1217275670133238.png,Inspire ID Group,"🔥𝐖𝐞 𝐀𝐫𝐞 𝐇𝐢𝐫𝐢𝐧𝐠 𝐒𝐚𝐥𝐞𝐬 𝐈𝐧𝐭𝐞𝐫𝐢𝐨𝐫 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫𝐬.🔥
Earning less than $8000.00 monthly?
Unappreciated in your current company?
Not getting much training and skills from your current leader?
Too little leads for you?
Stagnant & looking for bigger challenges?
Desire a big platform to showcase your capability?
❤️What if I told you I can solve all your problems and we are able to train you with our dedicated training modules so that you can earn high income as an interior designer? ❤️
My name is Russell Chin, founder of Inspire ID Group and Renowned Renovation Event Speaker, a.k.a. The Reno Master, with numerous media coverage on TV, radio, print and online articles. Together with my team, we are one of the Singapore's Top 10 Interior Design firm awarded by 3 accolades. We have 🔥𝐎𝐕𝐄𝐑𝐅𝐋𝐎𝐖𝐈𝐍𝐆 𝐖𝐀𝐑𝐌🔥dedicated quality leads every month for YOU to generate high income. We are the BEST Renovation Carnival producer in Singapore that brings genuine WARM leads to our doorstep. My team have renovated thousands of projects through the years and have continue to generate record breaking sales even during this trying time. The good news is, if you have zero knowledge in our industry, we are ready to train you with our dedicated training academy and groom you into a successful interior designer. Of course, experienced designers can start the ball rolling immediately.
We are now looking for highly-motivated individuals to join our training academy and Inspire team,
Join us & enjoy:⁣⁣
✅ High commission
✅ Monthly & Yearly Cash Incentive⁣⁣ Target Scheme up to $15000
✅ Guaranteed Direct Leads (NO portal leads)
✅ Continuous Participation in Biggest Renovation Event in Singapore (We currently hold the 𝐡𝐢𝐠𝐡𝐞𝐬𝐭 𝐫𝐞𝐜𝐨𝐫𝐝 of signups in a single day in the history of Singapore)
✅ Career Advancement Opportunities
Who We Need?
🎉 𝐖𝐢𝐭𝐡 𝐨𝐫 𝐖𝐢𝐭𝐡𝐨𝐮𝐭 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 (𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐩𝐫𝐨𝐯𝐢𝐝𝐞𝐝)
🎉 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫𝐬 𝐰𝐢𝐭𝐡 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐜𝐚𝐧 𝐬𝐤𝐢𝐩 𝐭𝐡𝐞 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐚𝐜𝐚𝐝𝐞𝐦𝐲
🎉 Guaranteed Leads (social media, walk-ins, showroom events, renovation carnivals, referrals)
🎉 Positive Attitude & Sales Driven
🎉 Willing to Learn with Good, Clean Presentation
🎉 Communication with English & Chinese Speaking Customers
𝐃𝐮𝐞 𝐭𝐨 𝐨𝐯𝐞𝐫𝐰𝐡𝐞𝐥𝐦𝐢𝐧𝐠 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐞, 𝐢𝐧𝐭𝐞𝐫𝐞𝐬𝐭𝐞𝐝 𝐩𝐚𝐫𝐭𝐢𝐞𝐬 𝐝𝐨 𝐬𝐞𝐧𝐝 𝐢𝐧 𝐲𝐨𝐮𝐫 𝐫𝐞𝐬𝐮𝐦𝐞 𝐭𝐨: 👉🏻 𝐞𝐧𝐪𝐮𝐢𝐫𝐲@𝐢𝐧𝐬𝐩𝐢𝐫𝐞𝐢𝐝𝐠𝐫𝐨𝐮𝐩.𝐜𝐨𝐦 𝐨𝐫
𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 𝐭𝐨
for registration or job interview."
Fifth Avenue Interior Pte Ltd,1,998856306225197,Fifth Avenue Interior,4 May 2026,https://www.facebook.com/ads/library/?id=998856306225197,ad_screenshots/Fifth_Avenue_Interior_Pte_Ltd_998856306225197.png,Fifth Avenue Interior,"A serene coastal-inspired 5-room HDB BTO captures the seaside spirit in every frame, where calming hues meet the softness of sunlight. Sandy beige forms the base palette, layered gently with textures that echo the quiet beauty along the coast.
At the centre of it all, the lively focal point lies on the built-in fish tank that is integrated with the cabinetry! More than a divider, it not only bridges the entryway and the living area, but also turns it into a daily favourite spot where you can unwind at the organic-shaped settee and breathe slowly like the slow dance of the underwater world.
Throughout the home, diffused light plays delicately across surfaces, much like sunlight shimmering over shallow waters. From dawn to dusk, the home whispers a deep connection to the coast, radiating a soothing, grounded, and alive within the rhythm of the seaside.
Executive Designer : @o_ccurred
Design Theme : Coastal"
Fifth Avenue Interior Pte Ltd,2,1992820951424946,Fifth Avenue Interior,5 May 2026,https://www.facebook.com/ads/library/?id=1992820951424946,ad_screenshots/Fifth_Avenue_Interior_Pte_Ltd_1992820951424946.png,Fifth Avenue Interior,"The first impression of this 5-room BTO is its remarkable sense of space—airy, open, and instantly calming. Yet beyond the spaciousness lies something more intimate: a home that feels personal, poetic, and full of quiet emotion. The cloud-like feature wall stands as the heart of the home, not only adding visual poetry to the uncluttered living hall but also holding a story of love and collaboration. Hand-painted in limewash by the couple themselves, its organic shape was first drawn freehand by the designer, symbolising a meaningful bond built on trust and shared creativity. Each brushstroke becomes a memory, each curve a reflection of connection.
Every contour flows with intention, guiding movement and perception while echoing the gentle rhythm of nature. A refined modern aesthetic runs throughout the home—light shades inspired by travertine bring quiet elegance, while subtle wood tones add grounded warmth without disturbing the minimalist harmony.
The result is a space that radiates meditative calm and timeless sophistication—a perfect equilibrium of design and emotion. It’s a home where softness meets strength, and serenity lingers quietly in the air… perhaps even with a few unseen pink bubbles of joy.
Senior Designer : Jay
Design Theme : Minimalist Travatino"
Fifth Avenue Interior Pte Ltd,3,1298019354996094,Fifth Avenue Interior,23 Apr 2026,https://www.facebook.com/ads/library/?id=1298019354996094,ad_screenshots/Fifth_Avenue_Interior_Pte_Ltd_1298019354996094.png,Fifth Avenue Interior,"If you are looking for more than just a job.
Maybe, this is where your story begins.
We’re hiring:
- Interior Sales Designers (full commission-based)
- Principal Designer (basic salary)
If you’re passionate, driven, and ready to grow, we’d love to hear from you.
DM us now, limited slots available."
WHST Design,1,812174511306203,WHST Design,25 Sep 2025,https://www.facebook.com/ads/library/?id=812174511306203,ad_screenshots/WHST_Design_812174511306203.png,WHST Design,"GET A COMPLETE WATERPROOF KITCHEN MAKEOVER @ JUST $6688! 5 SPOTS FOR THIS MONTH ONLY! (UP. $9688) ✅ Free design consultation & quote ✅ Full kitchen design ✅ 20ft of 100% waterproof, 100% anti-termite & ZERO formaldehyde kitchen cabinets (10ft top, 10ft bottom) ✅ 10ft sintered stone tabletop ✅ Tempered glass backsplash ✅ Full range of laminates ✅ Soft closing titanium hinges AND get FREE hood, hob, sink and tap worth $2,288! 🚨⏰ Offer is limited to this month only! Prices go back to $9688 after this month 👇 Click below to secure this limited deal now! *terms and conditions apply."
WHST Design,2,1165915618728505,WHST Design,23 Sep 2025,https://www.facebook.com/ads/library/?id=1165915618728505,ad_screenshots/WHST_Design_1165915618728505.png,WHST Design,"LIMITED TO FIRST 8 RESALE HOMEOWNERS ONLY! ⏳ For a limited time, get your kitchen & 2 bathrooms renovated at just $16,088 in 5 weeks with NO hidden costs and NO delays! 🏠 Includes kitchen, two bathrooms 🚧 Hacking, tiling, plumbing, waterproofing and carpentry works 🎁 FREE cooking hood, hob, sink & tap worth $2288 💯 No hidden costs, 100% quote transparency ⏰ No project delays, get your project completed in 5 weeks 🚨 This offer is only limited to the first 8 signups So hurry and click below to redeem your exclusive now!"
WHST Design,3,779947878152316,WHST Design,22 Sep 2025,https://www.facebook.com/ads/library/?id=779947878152316,ad_screenshots/WHST_Design_779947878152316.png,WHST Design,"GET A COMPLETE WATERPROOF KITCHEN MAKEOVER @ JUST $6688! 5 SPOTS FOR THIS MONTH ONLY! (UP. $9688) ✅ Free design consultation & quote ✅ Full kitchen design ✅ 20ft of 100% waterproof, 100% anti-termite & ZERO formaldehyde kitchen cabinets (10ft top, 10ft bottom) ✅ 10ft sintered stone tabletop ✅ Tempered glass backsplash ✅ Full range of laminates ✅ Soft closing titanium hinges AND get FREE hood, hob, sink and tap worth $2,288! 🚨⏰ Offer is limited to this month only! Prices go back to $9688 after this month 👇 Click below to secure this limited deal now! *terms and conditions apply."
WHST Design,4,804507699225597,WHST Design,25 Sep 2025,https://www.facebook.com/ads/library/?id=804507699225597,ad_screenshots/WHST_Design_804507699225597.png,WHST Design,"We’re on the hunt for a talented Interior Designer to bring imagination to life. If you're passionate about design and eager to grow, we want you! Enjoy great benefits like training, leads, and guaranteed appointments.
✅ Appointments guaranteed (No cold calling)
✅ Earn up to 5-digit income a month
✅ Training provided
🔍 What We Look For:
⭐️ Passion for Design & Creativity
⭐️ Eagerness to Learn & Grow
⭐️ Good Communication Skills
⭐️ Attention to Detail
Apply now and let’s create beautiful spaces together!
Meta © 2026 |
This ad is from a URL link"
Juz Interior,1,982657514308337,Juz Interior,7 May 2026,https://www.facebook.com/ads/library/?id=982657514308337,ad_screenshots/Juz_Interior_982657514308337.png,Juz Interior,"This kitchen is designed like a calm, efficient “chef’s corner” — muted wabi-sabi tones, warm timber, and clean lines that keep the kitchen to the living room feeling airy.
A space to marinate conversations and food openly with a subtle boundary of the sliding frames.
Designed by: Kuo Liang
Meta © 2026 |
This ad is from a URL link"
Juz Interior,2,894744126946675,Juz I.D Solutions,8 Apr 2026,https://www.facebook.com/ads/library/?id=894744126946675,ad_screenshots/Juz_Interior_894744126946675.png,Juz Interior,"𝐋𝐨𝐨𝐤𝐢𝐧𝐠 𝐭𝐨 𝐑𝐞𝐟𝐫𝐞𝐬𝐡 𝐘𝐨𝐮𝐫 𝐑𝐞𝐬𝐚𝐥𝐞 𝐇𝐨𝐦𝐞 𝐖𝐢𝐭𝐡𝐨𝐮𝐭 𝐓𝐡𝐞 𝐒𝐭𝐫𝐞𝐬𝐬? ✨𝑯𝒆𝒓𝒆’𝒔 𝑾𝒉𝒂𝒕 𝑶𝒖𝒓 𝑪𝒍𝒊𝒆𝒏𝒕 𝑺𝒂𝒚𝒔 𝑨𝒃𝒐𝒖𝒕 𝑯𝒆𝒓 𝑹𝒆𝒏𝒐𝒗𝒂𝒕𝒊𝒐𝒏 𝑬𝒙𝒑𝒆𝒓𝒊𝒆𝒏𝒄𝒆
We bring together a dedicated team of specialists from design and space planning to carpentry, electrical, and plumbing so every part of your renovation is handled with care and precision.
Our Resale Home Full-Scale Refurbish Package is created for homeowners who want a smooth, end-to-end experience, with everything planned and executed under one roof.
🏠 3 Room: $23,800
🏠 4 Room: $26,800
🏠 5 Room: $28,800
Reach out to us for your interior design and renovation needs!
☎️ Phone: +65 81189088
📧 Email: enquiry@juzid.com.sg
We are your one-stop solution for renovation services!
🛠️ In-House Carpentry
🏙️ SCAL Member
✅ BizSAFE Certified
🏆 ID Enterprise of the Year
🏆 Singapore Trusted Quality Brand
#JuzIDSolutions #SingaporeRenovation #RenovationInSingapore #InteriorDesign #SGHomeDecor #HomeDesign #HDB #BTO #Condo #LandedProperty"
Juz Interior,3,1615940440041793,Juz I.D Solutions,8 May 2026,https://www.facebook.com/ads/library/?id=1615940440041793,ad_screenshots/Juz_Interior_1615940440041793.png,Juz Interior,"✨ 𝗥𝗲𝘀𝗮𝗹𝗲 𝗛𝗼𝗺𝗲 𝗙𝘂𝗹𝗹-𝗦𝗰𝗮𝗹𝗲 𝗥𝗲𝗳𝘂𝗿𝗯𝗶𝘀𝗵𝗺𝗲𝗻𝘁 𝗣𝗮𝗰𝗸𝗮𝗴𝗲 𝗙𝗿𝗼𝗺 $𝟮𝟯,𝟴𝟬𝟬 ✨
Transform your resale home with a complete refurbishment experience by our dedicated renovation and interior design team. From concept to completion, we provide end-to-end solutions including interior design, space planning, carpentry, electrical works, plumbing, and more — all managed seamlessly under one roof.
🏠 3-Room Package — From $23,800
🏠 4-Room Package — From $26,800
🏠 5-Room Package — From $28,800
Why Homeowners Choose Us:
🛠️ In-House Carpentry Team
🏙️ SCAL Member
✅ BizSAFE Certified
🏆 ID Enterprise of the Year
🏆 Singapore Trusted Quality Brand
Whether you’re upgrading your new resale flat or giving your home a fresh new look, we’re here to make the renovation journey smooth and hassle-free.
#JuzIDSolutions #SingaporeRenovation #RenovationInSingapore #InteriorDesign #SGHomeDecor #HomeDesign #HDB #BTO #Condo #LandedProperty See less"
Space Atelier Pte Ltd,1,971643195175045,The Floral Atelier,15 Mar 2025,https://www.facebook.com/ads/library/?id=971643195175045,ad_screenshots/Space_Atelier_Pte_Ltd_971643195175045.png,Space Atelier,"At The Floral Atelier, we specialise in creating luxury floral arrangements designed to elevate any space or occasion. From vase arrangements to bespoke designs, our expert florists meticulously craft each arrangement to reflect timeless beauty and elegance. Whether you're looking to transform your home, plan a special event, or find the perfect gift, explore our collections and experience the art of floral design."
Space Atelier Pte Ltd,2,931469689874745,Home Atelier,18 Apr 2026,https://www.facebook.com/ads/library/?id=931469689874745,ad_screenshots/Space_Atelier_Pte_Ltd_931469689874745.png,Space Atelier,"Transform your space with a customized window seat sofa, tailored to your dimensions and material preferences! Choose from our extensive range of pet-friendly, scratch-resistant, and water-resistant fabrics and leathers. Book an appointment with our furniture consultant today for an on-site measurement! 🛋️✨"
Space Atelier Pte Ltd,3,1647578116369335,Atelier Home.,13 Apr 2026,https://www.facebook.com/ads/library/?id=1647578116369335,ad_screenshots/Space_Atelier_Pte_Ltd_1647578116369335.png,Space Atelier,"Elevate Your Home with Timeless Masterpieces 💎 Adorn your spaces with exquisite sculptures that reflect your discerning style and sophistication. Own a rare piece of art that elevates your living spaces into an elegant oasis. Experience the transformative power of art, now up to 50% OFF all orders & Free Worldwide Shipping"
Space Atelier Pte Ltd,4,2038452563436414,Atelier Home.,13 Apr 2026,https://www.facebook.com/ads/library/?id=2038452563436414,ad_screenshots/Space_Atelier_Pte_Ltd_2038452563436414.png,Space Atelier,"Elevate Your Home with Timeless Masterpieces 💎 Adorn your spaces with exquisite sculptures that reflect your discerning style and sophistication. Own a rare piece of art that elevates your living spaces into an elegant oasis. Experience the transformative power of art, now up to 50% OFF all orders & Free Worldwide Shipping"
Space Atelier Pte Ltd,5,1751235502508618,Home Atelier,25 Apr 2026 · Total active time 21 hrs,https://www.facebook.com/ads/library/?id=1751235502508618,ad_screenshots/Space_Atelier_Pte_Ltd_1751235502508618.png,Space Atelier,"Experience great aesthetics and unparalleled comfort, seamlessly integrated with advanced technology! Our latest collection of Electric Sofa Beds transforms effortlessly with just a click of a button, turning your plush sofa into a cozy bed in seconds! 🙌🏻😲 Relaxation has never been this easy! Don’t wait to upgrade your living space with this innovative solution. 👉 Enquire for more information now at www.homeatelier.sg"
Space Atelier Pte Ltd,6,1835867877080201,Atelier Home.,13 Apr 2026,https://www.facebook.com/ads/library/?id=1835867877080201,ad_screenshots/Space_Atelier_Pte_Ltd_1835867877080201.png,Space Atelier,"Elevate Your Home with Timeless Masterpieces 💎 Adorn your spaces with exquisite sculptures that reflect your discerning style and sophistication. Own a rare piece of art that elevates your living spaces into an elegant oasis. Experience the transformative power of art, now up to 50% OFF all orders & Free Worldwide Shipping"
Space Atelier Pte Ltd,7,1505630307902709,W. Atelier,7 May 2026,https://www.facebook.com/ads/library/?id=1505630307902709,ad_screenshots/Space_Atelier_Pte_Ltd_1505630307902709.png,Space Atelier,"A Spring Reawakening for Your Home
This CNY, renew your surroundings with the understated luxury of Ditre. Enjoy up to 50% off selected collections—curated with the finest craftsmanship. Complementary brands like Cassina and Vitra offer rare finds that elevate your living space.
Sale ends 14 Feb 2026
🛒 Explore the collection online today!
Visit our Main Showroom at W. Atelier:
📍 201 Henderson Road
#01-01 & #03-01, Singapore 159545
🕥 Mon-Sat, 10:30am to 7:00pm
(Closed on Sundays & PH)"
Space Atelier Pte Ltd,8,1609027243507792,The Floral Atelier,1 May 2026,https://www.facebook.com/ads/library/?id=1609027243507792,ad_screenshots/Space_Atelier_Pte_Ltd_1609027243507792.png,Space Atelier,"Discover Mon Dada — a luxury fragrance brand born from passion, handcrafted with devotion and designed to elevate your space. Encased in sculptural concrete vessels, each candle reflects a dialogue between material, function, and beauty. Designed to live on, long after the flame has faded.
THEFLORALATELIER.CO
Luxury, Handcrafted
Discover the Belgian secret to a refined home.
Concrete Artistry
Every jar is uniquely handmade by a team of female artisans.
Aesthetic Meets Olfactory
Withstand outdoor elements with a neutral fragrance."
Space Atelier Pte Ltd,9,1648177272752496,Atelier Home.,13 Apr 2026,https://www.facebook.com/ads/library/?id=1648177272752496,ad_screenshots/Space_Atelier_Pte_Ltd_1648177272752496.png,Space Atelier,"Elevate Your Home with Timeless Masterpieces 💎 Adorn your spaces with exquisite sculptures that reflect your discerning style and sophistication. Own a rare piece of art that elevates your living spaces into an elegant oasis. Experience the transformative power of art, now up to 50% OFF all orders & Free Worldwide Shipping"
Space Atelier Pte Ltd,10,2029038614633324,Maer Atelier,3 May 2026,https://www.facebook.com/ads/library/?id=2029038614633324,ad_screenshots/Space_Atelier_Pte_Ltd_2029038614633324.png,Space Atelier,"A 5-room home in Boon Tiong, opened into a generous common space and anchored in marble, made for living generously.
Disclaimer: Images shown are 3D renders from an actual ongoing project."
